ID,Sentiment
1240134507312877568,NEGATIVE
1240129382150258688,NEUTRAL
1240135329258110976,POSITIVE
1240129599511629824,NEGATIVE
1240129717136699392,NEUTRAL
1240129985748307968,NEGATIVE
1240129469777674240,NEUTRAL
1240136662769963008,POSITIVE
1240129398482886656,POSITIVE
1240129704822276096,POSITIVE
1240130040379117568,POSITIVE
1240129507526414336,NEUTRAL
1240133957737500672,NEUTRAL
1240130975683706880,NEGATIVE
1240131223525175296,NEGATIVE
1240129616779624448,NEUTRAL
1240139154719195136,NEUTRAL
1240133634897653760,NEUTRAL
1240129486647177216,NEGATIVE
1240132867042222080,NEGATIVE
1240130589212147712,POSITIVE
1240135836928282624,NEGATIVE
1240129654364782592,NEUTRAL
1240131651088285696,NEGATIVE
1240130690261422080,POSITIVE
1240129528548265984,NEGATIVE
1240130635513167872,NEUTRAL
1240135627091464192,NEUTRAL
1240129490753290240,NEUTRAL
1240134750217678848,NEGATIVE
1240135840451395584,NEUTRAL
1240131055639814144,NEGATIVE
1240129285186359296,NEUTRAL
1240138022684962816,POSITIVE
1240137103373148160,NEUTRAL
1240129889472307200,NEGATIVE
1240139087610347520,NEGATIVE
1240140014828367872,NEUTRAL
1240138567642501120,NEUTRAL
1240131877085773824,NEUTRAL
1240138055702532096,NEUTRAL
1240152772957351936,NEUTRAL
1240140551149813760,NEUTRAL
1240142619021324288,NEGATIVE
1240151624703672320,NEGATIVE
1240144267747696640,POSITIVE
1240134465344733184,POSITIVE
1240133538638372864,POSITIVE
1240131118134853632,NEGATIVE
1240159223876632576,NEGATIVE
1240143105413824512,POSITIVE
1240136348666863616,NEUTRAL
1240141960339509248,NEGATIVE
1240140488902086656,NEUTRAL
1240138076690747392,NEUTRAL
1240158472920064000,NEUTRAL
1240133403690905600,NEUTRAL
1240138474684112896,NEUTRAL
1240138651012673536,NEUTRAL
1240134184737353728,NEUTRAL
1240134729535492096,POSITIVE
1240160651001188352,NEGATIVE
1240132514380947456,NEUTRAL
1240150349127843840,NEUTRAL
1240144543879770112,NEGATIVE
1240132120552640512,POSITIVE
1240144041020440576,POSITIVE
1240135145182638080,NEUTRAL
1240153071465922560,MIXED
1240152891219939328,NEUTRAL
1240134402111426560,POSITIVE
1240136030105350144,NEUTRAL
1240151675043753984,NEUTRAL
1240143386679664640,NEUTRAL
1240149535701323776,NEUTRAL
1240133152170967040,NEUTRAL
1240138692934713344,NEUTRAL
