ID,Sentiment
1236506082538926080,NEUTRAL
1236779590460284928,NEUTRAL
1236501389288681472,POSITIVE
1236501616741814272,NEUTRAL
1236500076480147456,NEUTRAL
1236494237828440064,NEUTRAL
1236501482394050560,NEUTRAL
1236779855066337280,MIXED
1236501276772282368,NEUTRAL
1236501326768549888,NEUTRAL
1236506308679020544,NEGATIVE
1236497394533048320,NEGATIVE
1236499681624145920,NEUTRAL
1236506038289027072,NEUTRAL
1236506338781519872,POSITIVE
1236492606919475200,NEUTRAL
1236499572073148416,NEUTRAL
1236499036926066688,NEGATIVE
1236502182423187456,NEGATIVE
1236499035046936576,NEUTRAL
1236501187328798720,NEUTRAL
1236501368996651008,POSITIVE
1236497379878154240,NEGATIVE
1236501599155085312,NEGATIVE
1236497992548413440,POSITIVE
1236502019294277632,NEGATIVE
1236501196963102720,NEUTRAL
1236506293889794048,NEGATIVE
1236499728625475584,NEGATIVE
1236506354958757888,NEUTRAL
1236506304841203712,NEGATIVE
1236779104495640576,NEGATIVE
1236493786433359872,NEGATIVE
1236506308028792832,NEUTRAL
1236502162340864000,NEUTRAL
1236505367171026944,POSITIVE
1236506986411261952,NEUTRAL
1236505823167143936,NEUTRAL
1236505655965618176,POSITIVE
1236504589253464064,NEUTRAL
1236506602716291072,NEGATIVE
1236504481363365888,NEGATIVE
1236506414337703936,NEUTRAL
1236505582590451712,NEUTRAL
1236505063356596224,NEGATIVE
1236505002220367872,NEUTRAL
1236505344593014784,NEUTRAL
1236783621886873600,NEGATIVE
1236504178366824448,NEUTRAL
1236505066489688064,NEUTRAL
1236781683359145984,NEUTRAL
1236505956273590272,NEUTRAL
1236506732324687872,NEUTRAL
1236506985438351360,NEUTRAL
1236784234951520256,NEGATIVE
1236505817437941760,NEUTRAL
1236506837178032128,NEGATIVE
1236506371438280704,NEUTRAL
1236504180233207808,NEUTRAL
1236505566622683136,NEUTRAL
1236503922493153280,NEUTRAL
1236504975804694528,NEUTRAL
1236504057986134016,NEGATIVE
1236504275859185664,NEUTRAL
1236506366904340480,NEUTRAL
1236504615555936256,NEUTRAL
1236506687063949312,NEGATIVE
1236505973428293632,NEUTRAL
1236506227171098624,NEGATIVE
1236505810139779072,NEGATIVE
1236506654381768704,NEGATIVE
1236504130031583232,NEUTRAL
1236506273933340672,NEUTRAL
1236505580925222912,NEGATIVE
1236782497020559360,NEUTRAL
1236505013503045632,NEUTRAL
1236506138390208512,NEUTRAL
1236504282951753728,NEGATIVE
1236782916828422144,NEUTRAL
1236504489034735616,NEUTRAL
1236506426446680064,NEGATIVE
1236504258578657280,NEUTRAL
1236505953215840256,NEUTRAL
1236505563749638144,NEGATIVE
1236504750335635456,NEUTRAL
1236505578584838144,NEUTRAL
1236506799915896832,NEGATIVE
1236505364318863360,NEUTRAL
1236504608018771968,NEGATIVE
1236506976194121728,NEUTRAL
1236504305454235648,NEUTRAL
1236783584914092032,NEUTRAL
1236505119199461376,NEUTRAL
1236505809565122560,NEUTRAL
1236782325071044608,NEGATIVE
1236506438849224704,NEUTRAL
1236505046151507968,NEUTRAL
1236782166182432768,NEUTRAL
1236506256124391424,NEGATIVE
1236506041086590976,NEGATIVE
1236505831878922240,NEUTRAL
1236506813916278784,NEUTRAL
1236504163208568832,POSITIVE
1236505886677331968,NEUTRAL
1236783612651077632,NEUTRAL
1236513937639772160,NEGATIVE
1236790440768278528,NEUTRAL
1236514288015007744,NEUTRAL
1236513806018400256,NEUTRAL
1236512690731757568,NEGATIVE
1236510973390970880,NEUTRAL
1236509975796518912,NEUTRAL
1236512766938304512,NEUTRAL
1236509939725733888,NEUTRAL
1236505096504180736,NEGATIVE
1236505764706934784,NEGATIVE
1236510693198790656,NEUTRAL
1236512756880289792,NEUTRAL
1236511224960958464,NEGATIVE
1236513978349576192,NEUTRAL
1236512923297755136,NEGATIVE
1236783089298419712,POSITIVE
1236510484884590592,NEUTRAL
1236510118881222656,NEUTRAL
1236512930260082688,NEUTRAL
1236512902355595264,NEUTRAL
1236789426233266176,NEGATIVE
1236509972671979520,NEGATIVE
1236511229042196480,POSITIVE
1236505088505634816,NEUTRAL
1236512988112306176,NEGATIVE
1236505622633299968,POSITIVE
1236509769466339328,POSITIVE
1236512797997105152,NEUTRAL
1236514256993964032,NEUTRAL
1236513263829102592,NEUTRAL
1236513808857870336,NEUTRAL
1236513979603857408,NEUTRAL
1236513359773794304,NEUTRAL
1236509946340048896,NEUTRAL
1236510422590685184,NEGATIVE
1236511222301933568,NEGATIVE
1236511617937883136,NEUTRAL
1236511048112525312,POSITIVE
1236512654832865280,NEGATIVE
1236782580491403264,NEUTRAL
1236510124564512768,NEUTRAL
1236511154291142656,NEGATIVE
1236512955165888512,NEUTRAL
1236510204545687552,NEUTRAL
1236513053874761728,NEUTRAL
1236511043763023872,NEGATIVE
1236514051896659968,NEUTRAL
1236511029200187392,NEUTRAL
1236788520313860096,NEUTRAL
1236513181251624960,NEUTRAL
1236505085649223680,NEUTRAL
1236510842209939456,NEGATIVE
1236505639687532544,NEGATIVE
1236511300932579328,POSITIVE
1236509897279209472,POSITIVE
1236513925497143296,NEUTRAL
1236505393590931456,NEUTRAL
1236505386477326336,NEUTRAL
1236513361162010624,NEUTRAL
1236513276273610752,POSITIVE
1236511221119102976,POSITIVE
1236513930459131904,NEUTRAL
1236509792295743488,POSITIVE
1236510603952472064,NEUTRAL
1236513847386746880,NEUTRAL
1236512831337570304,NEGATIVE
1236510302721671168,NEGATIVE
1236505700894945280,NEUTRAL
1236787618664394752,NEUTRAL
1236505688265748480,NEGATIVE
1236513298700357632,NEUTRAL
1236512709384036352,NEUTRAL
1236510832042917888,NEUTRAL
1236515943376977920,NEGATIVE
1236512454835920896,NEUTRAL
1236515975576653824,NEGATIVE
1236515895570300928,NEUTRAL
1236513988151848960,NEGATIVE
1236513891795881984,NEUTRAL
1236515624953753600,POSITIVE
1236516033235767296,POSITIVE
1236513696194723840,NEGATIVE
1236515889027088384,NEUTRAL
1236513061055447040,NEUTRAL
1236514228397174784,NEGATIVE
1236515826964070400,NEUTRAL
1236516071122722816,NEGATIVE
1236792304159141888,NEUTRAL
1236790392294686720,NEGATIVE
1236516023152586752,NEUTRAL
1236515956022788096,NEUTRAL
1236514151184371712,NEUTRAL
1236512610763313152,NEGATIVE
1236514495901470720,POSITIVE
1236515734370598912,NEUTRAL
1236513868777742336,NEGATIVE
1236516186461999104,POSITIVE
1236513682642829312,NEUTRAL
1236512667789115392,NEUTRAL
1236516140441976832,NEGATIVE
1236513734891364352,NEUTRAL
1236513482436042752,NEUTRAL
1236516172339781632,NEUTRAL
1236513962952294400,POSITIVE
1236515785058717696,NEGATIVE
1236792731512389632,NEUTRAL
1236513876776292352,POSITIVE
1236513583040802816,NEUTRAL
1236515765030969344,NEUTRAL
1236792215302799360,NEGATIVE
1236512895141175296,NEGATIVE
1236513062523416576,NEUTRAL
1236513448051249152,NEUTRAL
1236513677458587648,NEUTRAL
1236515989912608768,NEUTRAL
1236513893012258816,NEUTRAL
1236513982258851840,NEUTRAL
1236790198413021184,NEUTRAL
1236516063946440704,NEUTRAL
1236516090626351104,NEUTRAL
1236514147879333888,POSITIVE
1236516210780655616,NEGATIVE
1236513480426967040,NEUTRAL
1236512973474193408,NEUTRAL
1236514106670288896,NEGATIVE
1236513734430011392,NEUTRAL
1236513761831387136,NEGATIVE
1236516212286402560,NEUTRAL
1236514493863206912,NEUTRAL
1236513800142143488,NEUTRAL
1236789170997202944,NEGATIVE
1236790839554322432,NEUTRAL
1236514576125968384,NEGATIVE
1236514499571613696,NEUTRAL
1236790159867293696,NEGATIVE
1236516027086721024,NEUTRAL
1236514581201080320,NEGATIVE
1236514103079751680,POSITIVE
1236513968648261632,NEGATIVE
1236513055187570688,NEUTRAL
1236792022939418624,POSITIVE
1236514588226715648,NEUTRAL
1236515943116705792,NEUTRAL
1236514045382946816,NEGATIVE
1236515806617403392,NEGATIVE
1236515853727928320,NEUTRAL
