ID,Sentiment
1241245949403504640,NEUTRAL
1241238068536975360,POSITIVE
1241169961214672896,POSITIVE
1241209869086179328,POSITIVE
1241195843870392320,POSITIVE
1241182991591841792,POSITIVE
1241358182779248640,NEUTRAL
1241187962668400640,NEUTRAL
1241175923577233408,NEUTRAL
1241174935042744320,NEUTRAL
1241172452685668352,NEUTRAL
1241221824375140352,NEUTRAL
1241304996777472000,POSITIVE
1241166340729245696,NEUTRAL
1241253926025994240,NEUTRAL
1241193995105173504,NEUTRAL
1241210998964416512,POSITIVE
1241288206458523648,POSITIVE
1241157416659619840,NEUTRAL
1241321979858300928,NEGATIVE
1241222588761767936,NEUTRAL
1241163187497644032,NEGATIVE
1241177129842335744,NEUTRAL
1241242371234332672,POSITIVE
1241155005157122048,POSITIVE
1241212497874436096,POSITIVE
1241176245565612032,POSITIVE
1241178631898046464,NEUTRAL
1241201909890834432,NEUTRAL
1241190236937281536,NEUTRAL
1241355233034416128,NEGATIVE
1241248237551575040,NEUTRAL
1241231115630850048,NEGATIVE
1241159609521504256,NEGATIVE
1241182499755249664,NEGATIVE
1241161778643558400,NEUTRAL
1241172489734160384,NEUTRAL
1241160039810904064,NEUTRAL
1241173778840924160,NEUTRAL
1241210407185985536,NEUTRAL
1241231856395313152,POSITIVE
1241169206734979072,POSITIVE
1241159862391840768,NEUTRAL
1241205793942274048,NEUTRAL
1241250661603426304,NEUTRAL
1241202434376192000,NEUTRAL
1241344757886042112,NEUTRAL
1241213867964989440,POSITIVE
1241217561674514432,NEUTRAL
1241205285538193408,POSITIVE
1241156036968366080,NEUTRAL
1241200670990118912,POSITIVE
1241242559319588864,NEUTRAL
1241199097127845888,POSITIVE
1241176058197655552,NEUTRAL
1241198252365688832,POSITIVE
1241158868748599296,NEUTRAL
1241200843367550976,POSITIVE
1241188992848019456,POSITIVE
1241284278144524288,NEUTRAL
1241218727028408320,NEUTRAL
1241217218127462400,NEGATIVE
1241454089516519424,NEUTRAL
1241400078679539712,NEUTRAL
1241444984991211520,POSITIVE
1241404716581519360,NEUTRAL
1241387158524571648,NEUTRAL
1241498484232028160,POSITIVE
1241496799367573504,NEUTRAL
1241466767018463232,NEUTRAL
1241465168393052160,NEUTRAL
1241363053716725760,POSITIVE
1241403839397453824,POSITIVE
1241514450122915840,POSITIVE
1241460664905981952,POSITIVE
1241442431960309760,NEUTRAL
1241462981742997504,POSITIVE
1241470180250836992,POSITIVE
1241363780044537856,POSITIVE
1241430890074517504,NEUTRAL
1241425669285912576,NEUTRAL
1241429552280358912,NEUTRAL
1241484595629039616,NEUTRAL
1241495745972391936,NEUTRAL
1241378163709665280,NEUTRAL
1241385942587518976,NEUTRAL
1241398399250956288,NEGATIVE
1241481250336104448,NEGATIVE
1241390827903082496,POSITIVE
1241430448384819200,NEUTRAL
1241431695318024192,NEUTRAL
1241466557261365248,NEUTRAL
1241387793269440512,NEUTRAL
1241492863298555904,NEUTRAL
1241450011906289664,POSITIVE
1241446671759835136,NEUTRAL
1241389972353146880,POSITIVE
1241491123614474240,NEUTRAL
1241497651432038400,MIXED
1241446297858650112,POSITIVE
1241503515727585280,NEUTRAL
1241503342012006400,NEGATIVE
1241467736028520448,NEUTRAL
1241393114104958976,NEUTRAL
1241430468311932928,NEUTRAL
1241475430705700864,POSITIVE
1241483999748521984,NEUTRAL
1241415788998938624,NEUTRAL
1241438050850308096,POSITIVE
1241430865848270848,NEUTRAL
1241468309045948416,NEUTRAL
1241499056054116352,POSITIVE
1241430906725785600,NEUTRAL
1241406353689714688,NEUTRAL
1241404400171732992,NEUTRAL
1241441855599976448,NEUTRAL
1241396779196846080,NEUTRAL
1241482553070157824,NEUTRAL
1241399637530906624,NEGATIVE
