ID,Sentiment
1232661408501915648,NEGATIVE
1232660778639089664,NEUTRAL
1232661450881224704,NEUTRAL
1232660739636133888,NEUTRAL
1232660368838864896,NEGATIVE
1232660962328616960,POSITIVE
1232660310642872320,NEUTRAL
1232663199339753472,NEGATIVE
1232665036298096640,NEGATIVE
1232660054240845824,NEUTRAL
1232667560211910656,NEUTRAL
1232664224696094720,NEGATIVE
1232665804577103872,NEGATIVE
1232668240905723904,NEUTRAL
1232661978327416832,POSITIVE
1232660442993983488,NEGATIVE
1232668628912308224,NEUTRAL
1232666033930018816,NEUTRAL
1232667144388857856,NEGATIVE
1232666777630445568,NEUTRAL
1232666037738491904,NEUTRAL
1232659872375767040,NEGATIVE
1232659789831864320,NEUTRAL
1232660566038151168,NEGATIVE
1232664141028089856,NEUTRAL
1232668778082775040,NEUTRAL
1232664985354067968,NEUTRAL
1232667198428209152,NEUTRAL
1232663639825448960,NEUTRAL
1232668916352274432,NEGATIVE
1232666019946205184,NEGATIVE
1232661027327807488,NEUTRAL
1232669019741839360,NEUTRAL
1232664925505572864,NEUTRAL
1232664363477041152,NEGATIVE
1232664013441511424,NEUTRAL
1232666032960987136,NEGATIVE
1232668202854944768,NEUTRAL
1232664767598231552,NEUTRAL
1232668937789136896,NEGATIVE
1232668713452785664,POSITIVE
1232665720066117632,NEUTRAL
1232668760760356864,NEUTRAL
1232666436889387008,NEGATIVE
1232660191524593664,NEUTRAL
1232667305819201536,NEUTRAL
1232664012741128192,NEUTRAL
1232667555149598720,NEUTRAL
1232667108204408832,NEUTRAL
1232667595691577344,NEGATIVE
1232661402961223680,NEUTRAL
1232666299429351424,NEGATIVE
1232666729282564096,POSITIVE
1232660524233523200,NEGATIVE
1232664330983919616,NEGATIVE
1232665480172838912,POSITIVE
1232666722857111552,POSITIVE
1232661836761354240,NEUTRAL
1232664302068224000,NEGATIVE
1232666783955505152,NEGATIVE
1232664485657227264,NEUTRAL
1232664168001626112,NEUTRAL
1232668280923590656,NEGATIVE
1232661046923419648,NEUTRAL
1232660727099543552,NEGATIVE
1232668216633241600,NEUTRAL
1232660657612509184,NEGATIVE
1232660475541966848,NEUTRAL
1232664435984150528,NEUTRAL
1232659939828494336,NEGATIVE
1232659812728606720,NEUTRAL
1232666054662467584,NEGATIVE
1232661071376371712,NEUTRAL
1232664961656250368,NEUTRAL
1232668524943990784,NEUTRAL
1232659810732138496,NEUTRAL
1232665286588993536,POSITIVE
1232666674891042816,NEUTRAL
1232669031909470208,NEUTRAL
1232668905904185344,NEGATIVE
1232662967507877888,NEGATIVE
1232668760139616256,NEGATIVE
1232663441732767744,POSITIVE
1232713346778107904,POSITIVE
1232660273057730560,NEUTRAL
1232664125769232384,NEUTRAL
1232720212480360448,NEUTRAL
1232712961967480832,NEUTRAL
1232670892892839936,NEGATIVE
1232663836899127296,NEGATIVE
1232668015319244800,NEGATIVE
1232677269384110080,NEGATIVE
1232678147608453120,NEUTRAL
1232717934709104640,NEUTRAL
1232664875454746624,NEUTRAL
1232667435683041280,NEUTRAL
1232662293911101440,POSITIVE
1232682635786276864,NEUTRAL
1232713217002090496,NEGATIVE
1232663118481969152,NEUTRAL
1232720211414962176,NEGATIVE
1232664080101539840,POSITIVE
1232662285857980416,NEGATIVE
1232666374092152832,POSITIVE
1232714676460544000,NEUTRAL
1232662264223633408,NEGATIVE
1232716512005414912,NEUTRAL
1232667947740663808,NEUTRAL
1232663042699210752,NEUTRAL
1232662440007086080,NEGATIVE
1232666226717077504,NEUTRAL
1232663030984531968,NEGATIVE
1232661873671200768,NEUTRAL
1232678581949517824,NEGATIVE
1232663213159919616,NEGATIVE
1232663270374375424,NEGATIVE
1232668882252582912,NEUTRAL
1232720212140658688,NEUTRAL
1232663841965838336,NEUTRAL
1232666867833221120,NEUTRAL
1232666725289799680,NEUTRAL
1232663386380521472,NEUTRAL
1232664982434779136,NEGATIVE
1232667475537539072,POSITIVE
1232667860260048896,NEGATIVE
1232713239525543936,NEGATIVE
1232666858903556096,NEGATIVE
1232663626487488512,NEUTRAL
1232681505727668224,NEUTRAL
1232663392579657728,NEGATIVE
1232661633836691456,NEGATIVE
1232667632647753728,NEUTRAL
1232662020316696576,NEGATIVE
1232661517918703616,NEUTRAL
1232668129823612928,NEUTRAL
1232713341853929472,NEGATIVE
1232662278966738944,NEGATIVE
1232680034990723072,NEUTRAL
1232666326423961600,NEUTRAL
1232719970091577344,NEGATIVE
1232664570931666944,NEUTRAL
1232662038868037632,NEUTRAL
1232679809748291584,NEUTRAL
1232713307678744576,NEUTRAL
1232664746907795456,NEUTRAL
1232717601144528896,NEUTRAL
1232667431128195072,NEUTRAL
1232662289502830592,NEUTRAL
1232667528175865856,NEGATIVE
1232662674800103424,NEGATIVE
1232663904037285888,NEGATIVE
1232665251600117760,NEGATIVE
1232669305722036224,NEGATIVE
1232667633046167552,NEUTRAL
1232720090312794112,POSITIVE
1232662981902729216,NEUTRAL
1232664582084288512,NEUTRAL
1232714156069064704,NEUTRAL
1232668130620694528,NEUTRAL
1232662188680237056,NEUTRAL
1232667925338820608,NEUTRAL
1232681509821218816,NEGATIVE
1232680151328026624,NEGATIVE
1232687470640324608,NEUTRAL
1232720122818723840,NEUTRAL
