ID,Sentiment
1236258499035873280,NEGATIVE
1236133416329867264,NEUTRAL
1236136377970036736,NEUTRAL
1236249186452021248,NEUTRAL
1236130543890202624,NEGATIVE
1236131634489036800,NEUTRAL
1236214526388899840,NEGATIVE
1236255191009079296,NEUTRAL
1236207497159024640,NEUTRAL
1236132615901638656,POSITIVE
1236170855786229760,NEGATIVE
1236130375845515264,NEUTRAL
1236131759613448192,NEUTRAL
1236131722963619840,NEUTRAL
1236221832958578688,NEUTRAL
1236245535582851072,NEUTRAL
1236136591397183488,NEUTRAL
1236131931974029312,POSITIVE
1236129965101453312,NEUTRAL
1236137586155896832,NEGATIVE
1236131307140210688,NEGATIVE
1236137397164879872,NEGATIVE
1236131893348839424,NEUTRAL
1236137787574775808,POSITIVE
1236138260847419392,NEUTRAL
1236130833058144256,NEGATIVE
1236208826799599616,NEUTRAL
1236222181593538560,NEUTRAL
1236131998315483136,NEGATIVE
1236222076635078656,NEUTRAL
1236258476181069824,NEUTRAL
1236213735666180096,NEUTRAL
1236130455469973504,NEUTRAL
1236246074546888704,NEUTRAL
1236137884165574656,NEUTRAL
1236137249575665664,NEUTRAL
1236200182213160960,NEGATIVE
1236139000542330880,NEUTRAL
1236249137265487872,NEUTRAL
1236246172282601472,NEGATIVE
1236139725167058944,NEGATIVE
1236246095984037888,NEUTRAL
1236129380939649024,NEUTRAL
1236130886904578048,NEGATIVE
1236131751296040960,POSITIVE
1236216686212263936,NEUTRAL
1236132859397763072,NEGATIVE
1236138026532814848,NEGATIVE
1236246108592103424,NEUTRAL
1236131114097360896,NEGATIVE
1236133362965925888,NEUTRAL
1236130711519801344,POSITIVE
1236246035133014016,NEUTRAL
1236122632375975936,POSITIVE
1236133399762518016,NEGATIVE
1236133403952656384,NEUTRAL
1236138139141443584,NEGATIVE
1236130040687087616,NEGATIVE
1236138021717602304,NEGATIVE
1236133244229349376,NEGATIVE
1236136097001992192,NEUTRAL
1236303220227571712,POSITIVE
1236174880376143872,NEUTRAL
1236303557894299648,NEUTRAL
1236136196373458944,NEUTRAL
1236137448054415360,NEGATIVE
1236176952131612672,NEGATIVE
1236179121312378880,NEGATIVE
1236176707939454976,NEUTRAL
1236137153903710208,NEUTRAL
1236303312108113920,NEUTRAL
1236176785961668608,NEUTRAL
1236131978661056512,NEUTRAL
