ID,Sentiment
1234168418129059840,NEUTRAL
1234162111930130432,NEUTRAL
1234164712847396864,NEGATIVE
1234162679092137984,NEGATIVE
1234164668681224192,NEGATIVE
1234163571250122752,NEUTRAL
1234163687268610048,NEUTRAL
1234162604408475648,NEUTRAL
1234162970403405824,NEGATIVE
1234163391444418560,NEGATIVE
1234164038638108672,NEGATIVE
1234167694762508288,NEUTRAL
1234162797275119616,POSITIVE
1234164156883963904,NEUTRAL
1234163449648877568,NEUTRAL
1234163025978052608,NEUTRAL
1234164200227782656,NEUTRAL
1234162757752066048,NEUTRAL
1234162846713421824,NEGATIVE
1234162976707502080,POSITIVE
1234162498909151232,NEGATIVE
1234168061466378240,NEGATIVE
1234163422322995200,NEUTRAL
1234163493898727424,NEGATIVE
1234163187886575616,NEGATIVE
1234164021185609728,NEGATIVE
1234168273480093696,NEUTRAL
1234164432890056704,NEUTRAL
1234163729576521728,NEGATIVE
1234163265892208640,NEUTRAL
1234162864371335168,NEGATIVE
1234164001237585920,NEUTRAL
1234162322404450304,NEUTRAL
1234164672137486336,NEGATIVE
1234163991284457472,POSITIVE
1234163083209256960,NEUTRAL
1234164056551899136,NEGATIVE
1234167971272065024,NEGATIVE
1234163313233334272,NEGATIVE
1234164130451378176,NEGATIVE
1234163021762588672,NEUTRAL
1234163095771238400,NEGATIVE
1234162968679501824,NEUTRAL
1234164298722746368,NEGATIVE
1234162453887541248,NEUTRAL
1234164792165830656,NEUTRAL
1234162422824435712,NEUTRAL
1234163940432596992,NEGATIVE
1234167679381991424,NEGATIVE
1234162418793828352,NEGATIVE
1234163140771930112,NEUTRAL
1234162382424797184,NEUTRAL
1234163555651293184,NEGATIVE
1234162523865337856,NEGATIVE
1234163642909777920,NEGATIVE
1234164171169767424,NEGATIVE
1234163949051887616,NEUTRAL
1234163328773017600,NEGATIVE
1234164285946912768,NEUTRAL
1234163446796734464,NEGATIVE
1234163443302682624,NEUTRAL
1234164451122786304,NEUTRAL
1234163363699027968,NEGATIVE
1234163304072916992,NEUTRAL
1234162641297342464,NEGATIVE
1234164261900947456,NEGATIVE
1234163026972024832,NEUTRAL
1234168332531560448,NEUTRAL
1234163005077757952,NEUTRAL
1234162539862405120,NEUTRAL
1234170849759985664,NEUTRAL
1234169294189191168,NEUTRAL
1234172609643892736,NEGATIVE
1234172819677884416,NEUTRAL
1234168717778485248,NEGATIVE
1234172408539512832,NEUTRAL
1234168627223580672,NEUTRAL
1234173099597271040,NEUTRAL
1234167109137190912,NEGATIVE
1234166801497559040,POSITIVE
1234169032288489472,NEUTRAL
1234170508683489280,NEUTRAL
1234167103063764992,NEGATIVE
1234172939685285888,NEGATIVE
1234172207665946624,NEUTRAL
1234168845264396288,NEGATIVE
1234164605842268160,POSITIVE
1234172347655114752,NEUTRAL
1234172835460980736,NEGATIVE
