ID,Sentiment
1240745453467119616,POSITIVE
1240746300930494464,NEUTRAL
1240729372363014144,NEUTRAL
1240753593189351424,NEUTRAL
1240744731421880320,POSITIVE
1240766676582436864,NEGATIVE
1240781214782574592,NEUTRAL
1240786671165222912,POSITIVE
1240781405623390208,NEUTRAL
1240754549557809152,NEUTRAL
1240736283217080320,NEUTRAL
1240781119135657984,NEUTRAL
1240769598498242560,NEUTRAL
1240757364711718912,NEUTRAL
1240783013182570496,NEUTRAL
1240783359527305216,NEUTRAL
1240746299596533760,POSITIVE
1240783267252633600,NEUTRAL
1240728187136610304,NEUTRAL
1240743298324738048,NEUTRAL
1240738127175507968,NEUTRAL
1240737528526888960,POSITIVE
1240733265461272576,POSITIVE
1240783108196257792,NEUTRAL
1240731018220404736,NEUTRAL
1240733301633146880,POSITIVE
1240785275632132096,POSITIVE
1240786307539857408,NEUTRAL
1240762736625270784,NEUTRAL
1240789767165325312,NEGATIVE
1240780034882895872,NEUTRAL
1240789238330855424,NEUTRAL
1240787714263388160,POSITIVE
1240516826494189568,NEUTRAL
1240515823690633216,NEUTRAL
1240517833303433216,POSITIVE
1240517535239294976,NEGATIVE
1240516495332917248,NEUTRAL
1240517552436137984,NEUTRAL
1240517056706969600,NEUTRAL
1240514150645641216,NEUTRAL
1240517983811899392,NEGATIVE
1240514150444322816,NEUTRAL
1240517091083640832,NEUTRAL
1240511952494919680,NEGATIVE
1240518223063285760,NEUTRAL
1240508949570424832,NEGATIVE
1240516596290007040,POSITIVE
1240517916925341696,POSITIVE
1240511948090990592,NEUTRAL
1240516168189980672,NEUTRAL
1240518269271932928,NEUTRAL
1240513470778544128,NEGATIVE
1240516800753745920,NEUTRAL
1240511440987009024,NEGATIVE
1240513664102391808,NEGATIVE
1240515806976307200,NEUTRAL
1240516327669780480,NEUTRAL
1240515874517213184,NEUTRAL
1240517279139262464,NEGATIVE
1240517295824416768,NEUTRAL
1240514019896832000,NEGATIVE
1240513395134279680,NEGATIVE
1240517237515018240,POSITIVE
1240515773686255616,NEGATIVE
1240514158967357440,NEGATIVE
1240518055215628288,POSITIVE
1240517128643653632,POSITIVE
1240512267130671104,NEGATIVE
1240515652231847936,NEGATIVE
1240517518294487040,NEGATIVE
1240517144997244928,NEGATIVE
1240516222036447232,NEUTRAL
1240516268521926656,NEGATIVE
1240518113789186048,NEGATIVE
1240511318911848448,NEUTRAL
1240517229202018304,NEUTRAL
1240513814648565760,NEUTRAL
1240517279747411968,NEUTRAL
1240513546179444736,NEGATIVE
1240515660066762752,POSITIVE
1240516482347433984,NEUTRAL
1240516273030574080,NEGATIVE
1240517111396655104,NEGATIVE
1240514078981992448,POSITIVE
1240517585415725056,NEUTRAL
1240517598233497600,NEGATIVE
1240523847243186176,NEUTRAL
1240524664939700224,NEUTRAL
1240522233358872576,NEUTRAL
1240517015334338560,NEUTRAL
1240521070853193728,NEUTRAL
1240523352252375040,NEUTRAL
1240524032522563584,NEUTRAL
1240517946629185536,POSITIVE
1240521738112225280,POSITIVE
1240526150587289600,NEUTRAL
1240524824721661952,NEGATIVE
1240524501722583040,NEUTRAL
1240523990151639040,NEGATIVE
1240524665342345216,NEGATIVE
1240521976470474752,NEUTRAL
1240522625555849216,NEUTRAL
1240526229691936768,NEUTRAL
1240526330145447936,NEUTRAL
1240523943892697088,NEUTRAL
1240523755643797504,NEUTRAL
1240526385816502272,NEUTRAL
1240522543083270144,NEUTRAL
1240526019871813632,NEGATIVE
1240523331616604160,POSITIVE
1240520882612613120,NEGATIVE
1240521654519791616,NEUTRAL
1240524430389870592,NEUTRAL
1240524493875011584,NEUTRAL
1240518096844206080,POSITIVE
1240521041580974080,NEUTRAL
1240525814401126400,NEGATIVE
1240523113391104000,NEUTRAL
1240522261796446208,NEGATIVE
1240520852590022656,NEUTRAL
1240525924015063040,NEUTRAL
1240526074477494272,NEUTRAL
1240524770216529920,NEUTRAL
1240521150481993728,POSITIVE
1240523864846860288,NEGATIVE
1240523667320311808,NEUTRAL
1240524116286980096,NEGATIVE
1240524032463667200,NEUTRAL
