ID,Sentiment
1235342656668151808,NEUTRAL
1235340001870860288,NEUTRAL
1235340764735066112,NEGATIVE
1235257198265147392,NEUTRAL
1235258907876118528,NEUTRAL
1235346013361246208,POSITIVE
1235257735735726080,POSITIVE
1235346250733703168,NEUTRAL
1235261814725804032,NEUTRAL
1235257147367346176,NEUTRAL
1235262058754646016,NEGATIVE
1235257651048484864,NEGATIVE
1235342183621963776,NEUTRAL
1235261915464519680,NEUTRAL
1235340055671115776,NEUTRAL
1235258610663297024,NEUTRAL
1235257859165884416,NEUTRAL
1235262330524430336,NEGATIVE
1235258232513363968,NEUTRAL
1235258144839745536,NEGATIVE
1235346079106859008,NEUTRAL
1235257180733005824,NEUTRAL
1235258518619357184,NEGATIVE
1235259734846042112,NEUTRAL
1235257880191938560,POSITIVE
1235258476160569344,NEUTRAL
1235258891950338048,NEUTRAL
1235257331954393088,NEUTRAL
1235259209660452864,NEUTRAL
1235258480908554240,NEUTRAL
1235259738520203264,POSITIVE
1235257831441473536,NEUTRAL
1235257365173342208,NEUTRAL
1235256205280411648,NEUTRAL
1235259105192726528,NEUTRAL
1235257091700350976,NEUTRAL
1235257650469908480,NEUTRAL
1235257625257947136,NEGATIVE
1235342886880804864,NEGATIVE
1235342833332244480,NEGATIVE
1235340638268293120,NEUTRAL
1235261756181798912,NEUTRAL
1235256192710172672,NEGATIVE
1235259626335203328,NEUTRAL
1235261924482396160,NEUTRAL
1235343080330493952,NEGATIVE
1235257837623758848,NEGATIVE
1235343249549807616,POSITIVE
1235258061121409024,NEUTRAL
1235340177209511936,NEUTRAL
1235343364289187840,NEUTRAL
1235259571264008192,NEUTRAL
1235341000215797760,NEGATIVE
1235262174492229632,NEUTRAL
1235345798386380800,NEUTRAL
1235340689036185600,NEUTRAL
1235257088693194752,NEUTRAL
1235257448157630464,NEUTRAL
1235341757753290752,NEUTRAL
1235258597774364672,NEUTRAL
1235340683147464704,NEUTRAL
1235262553573470208,NEUTRAL
1235345799208407040,NEGATIVE
1235257204816646144,NEUTRAL
1235341106876997632,NEUTRAL
1235259554209894400,NEUTRAL
1235342975749828608,NEUTRAL
1235259743679049728,NEUTRAL
1235257452310016000,NEUTRAL
1235262376859054080,NEGATIVE
1235257353668136960,NEUTRAL
1235341804377116672,NEUTRAL
1235258602627182592,NEUTRAL
1235343014500892672,NEUTRAL
1235258589113176064,NEUTRAL
1235341813877223424,NEUTRAL
1235259751660957696,NEUTRAL
1235261253083373568,NEGATIVE
1235340756132470784,NEUTRAL
1235344694957273088,NEGATIVE
1235259716235747328,NEUTRAL
1235344241141960704,NEGATIVE
1235340508567830528,NEUTRAL
1235345944532717568,NEUTRAL
1235343780494143488,NEUTRAL
1235261424542388224,NEUTRAL
1235260889000898560,NEGATIVE
1235342124218044416,NEUTRAL
1235343734600085504,NEUTRAL
1235262238325383168,NEGATIVE
1235261580633239552,NEUTRAL
1235261425419014144,NEUTRAL
1235340482710032384,POSITIVE
1235341163420438528,NEUTRAL
1235340530005008384,NEUTRAL
1235341484259520512,NEUTRAL
1235262016421580800,NEGATIVE
1235346197377888256,NEUTRAL
1235261496378019840,NEUTRAL
1235339927522549760,NEUTRAL
1235346200892760064,NEUTRAL
1235259679246290944,NEGATIVE
1235343898404323328,NEUTRAL
1235341779555278848,NEGATIVE
1235259688297598976,NEUTRAL
1235343998786703360,POSITIVE
1235261672643637248,NEUTRAL
1235341003365789696,NEUTRAL
1235259168912596992,NEUTRAL
1235261139120017408,NEUTRAL
1235343890007367680,NEUTRAL
